EstablishmentID,InspectionID,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,Latitude,Longitude,InspectionDate,Score,Grade,NameSearch,Intersection
87265,893119,LISA ANN CHOCOLATE & DESSERTS, ,2300 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40205,RETAIL BAKERY,38.1798,-85.2867,3/13/2013 0:00,98,A,LISAANNCHOCOLATEDESSERTS,
87266,821716,CHINA DRAGON, ,600 E. BROADWAY,,LOUISVILLE,KY,40202,FOOD SERVICE,38.245,-85.7435,6/18/2012 0:00,94,A,CHINADRAGON,
87268,815404,CIRCLE K #3325, ,9737 3RD STREET ROAD,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1151,-85.8331,5/29/2012 0:00,93,A,CIRCLEK,
87290,825858,MARK'S FEED STORE, ,1514 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2316,-85.7084,6/28/2012 0:00,91,A,MARKSFEEDSTORE,
87292,835135,HOLY GRALE, ,1034 BARDSTOWN ROAD,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2395,-85.723,8/1/2012 0:00,100,A,HOLYGRALE,
87353,877657,MERT'S CAKES, ,11511 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,SUPERMARKET WITH PROCESSING,38.2452,-85.5437,1/8/2013 0:00,94,,MERTSCAKES,
87354,830864,HAMMERHEADS, ,921 SWAN STREET,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2386,-85.7367,7/17/2012 0:00,94,A,HAMMERHEADS,
87355,827042,SAFFRON'S, ,131 W. MARKET STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.255,-85.7529,7/3/2012 0:00,95,A,SAFFRONS,
87356,861809,BEYOND NIRVANA CAFE, ,2226 HOLIDAY MANOR,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2835,-85.6316,11/2/2012 0:00,96,A,BEYONDNIRVANACAFE,
87358,814325,ST BERNARD GYMNASIUM, ,7500 TANGELO DR.  CONCESSION,,LOUISVILLE,KY,40228,FOOD SERVICE,38.1471,-85.623,5/23/2012 0:00,88,C,STBERNARDGYMNASIUM,
87359,888621,PEDDLERS MALL BOOTH #230, ,5718 OUTER LOOP,,LOUISVILLE,KY,40219,PRE-PACKAGED RETAIL,38.1389,-85.6575,2/25/2013 0:00,98,,PEDDLERSMALLBOOTH,
87360,857149,MAJID ST MATTHEWS, ,3930 CHENOWETH SQUARE,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2553,-85.6539,10/18/2012 0:00,95,A,MAJIDSTMATTHEWS,
87362,850547,QUICK SHOP FOOD MART, ,1307 CLARA AVENUE,,LOUISVILLE,KY,40215,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1998,-85.7828,9/25/2012 0:00,96,A,QUICKSHOPFOODMART,
87363,827409,THORNTON'S, ,4740 CHAMBERLAIN LANE,,LOUISVILLE,KY,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.3132,-85.5677,7/5/2012 0:00,98,A,THORNTONS,
87364,839185,CHARLEY'S GRILLED SUB, ,"5000 SHELBYVILLE ROAD,STE.1655",,LOUISVILLE,KY,40207,FOOD SERVICE,38.2479,-85.6234,8/15/2012 0:00,97,A,CHARLEYSGRILLEDSUB,
87377,834754,CIRCLE K, ,2911 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2165,-85.6757,7/31/2012 0:00,100,A,CIRCLEK,
87378,820454,KEYSTART CHILDCARE, ,5907 SIX MILE LANE,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1954,-85.6519,5/31/2012 0:00,98,A,KEYSTARTCHILDCARE,
87379,828708,MARK'S FEED STORE, ,11422 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2445,-85.5451,7/10/2012 0:00,99,A,MARKSFEEDSTORE,
87380,829248,SEVICHE A LATIN RESTAURANT, ,1538 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2313,-85.7074,7/12/2012 0:00,100,A,SEVICHEALATINRESTAURANT,
87381,827846,PANERA BREAD, ,1801 RUDY LANE,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2785,-85.6381,7/6/2012 0:00,99,A,PANERABREAD,
87465,828719,NEWBURG FOOD MART, ,5104 E. INDIAN TRAIL,,LOUISVILLE,KY,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1847,-85.6652,7/10/2012 0:00,95,A,NEWBURGFOODMART,
87466,819999,PARKWAY FOODMART, ,1201 W. HILL STREET,,LOUISVILLE,KY,40210,PRE-PACKAGED RETAIL,38.2275,-85.7754,6/12/2012 0:00,89,,PARKWAYFOODMART,
87468,851995,KASHMIR RESTAURANT, ,1277 BARDSTOWN ROAD,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2361,-85.7167,9/28/2012 0:00,96,A,KASHMIRRESTAURANT,
87469,822358,CACTUS JACKS, ,3640 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1924,-85.7832,6/19/2012 0:00,98,A,CACTUSJACKS,
87470,828217,MARY ANITA NURSERY & PRESCHOOL, ,2301 LOWER HUNTERS TRACE,,LOUISVILLE,KY,40216,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1598,-85.8516,7/9/2012 0:00,100,A,MARYANITANURSERYPRESCHOOL,
87472,820863,HICKORY HOUSE BBQ & CATERING, ,2420 S. 4TH STREET,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2137,-85.7641,6/14/2012 0:00,91,A,HICKORYHOUSEBBQCATERING,
87474,846463,COOKING AT THE COTTAGE, ,3739 LEXINGTON ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2528,-85.6578,9/12/2012 0:00,99,A,COOKINGATTHECOTTAGE,
87475,833608,LITTLE CAESARS, ,1985 BROWNSBORO ROAD,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2597,-85.7083,7/26/2012 0:00,96,A,LITTLECAESARS,
87476,888117,KROGER WINE AND SPIRITS #L-387, ,291 N. HUBBARDS LANE,,LOUISVILLE,KY,40207,SUPERMARKET WITH PROCESSING,38.2585,-85.6368,1/4/2013 0:00,100,,KROGERWINEANDSPIRITSL,
87477,861499,SIMPLY THAI, ,323 WALLACE AVENUE,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2521,-85.6573,11/1/2012 0:00,95,A,SIMPLYTHAI,
87479,867900,SUNSHINE GROCERY, ,125 E. OAK STREET,,LOUISVILLE,KY,40203,PRE-PACKAGED RETAIL,38.2345,-85.7549,11/30/2012 0:00,99,,SUNSHINEGROCERY,
87480,810554,AIRPORT SHELL, ,4309 CRITTENDEN DRIVE,,LOUISVILLE,KY,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1929,-85.7509,5/14/2012 0:00,91,C,AIRPORTSHELL,
87482,838574,EDDIE MERLOT'S, ,455 S. 4TH STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2511,-85.7568,8/14/2012 0:00,97,A,EDDIEMERLOTS,
87483,817266,CHICAGO STEAK AND LEMONADE, ,2124 W. BROADWAY,,LOUISVILLE,KY,40211,FOOD SERVICE,38.2492,-85.787,6/4/2012 0:00,92,A,CHICAGOSTEAKANDLEMONADE,
87485,857175,WICK'S PIZZA PARLOR & PUB-HURSTBORNE, ,9700 BLUEGRASS PARKWAY,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2228,-85.5744,10/18/2012 0:00,90,A,WICKSPIZZAPARLORPUBHURSTBORNE,
87486,810105,CUBANA CARRIBEAN CUBAN CUISINE, ,2206 FRANKFORT AVENUE,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2535,-85.7058,5/9/2012 0:00,85,A,CUBANACARRIBEANCUBANCUISINE,
87490,843366,SHI TRADING INC., ,1250 BARDSTOWN ROAD,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2361,-85.7168,8/30/2012 0:00,97,A,SHITRADINGINC,
87491,843607,RED DOOR LOUNGE, ,15101 DIXIE HIGHWAY,,LOUISVILLE,KY,40272,FOOD SERVICE,38.0349,-85.9113,9/4/2012 0:00,95,A,REDDOORLOUNGE,
87544,857150,GREAT AMERICAN COOKIE, ,5000 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2503,-85.6247,10/18/2012 0:00,100,A,GREATAMERICANCOOKIE,
87545,889544,NEIGHBORHOOD MART, ,8003 SHEPHERSVILLE ROAD,,LOUISVILLE,KY,40219,SUPERMARKET WITH PROCESSING,38.1344,-85.6589,2/28/2013 0:00,97,,NEIGHBORHOODMART,
87546,852015,PIZZA HUT, ,9219 -G U.S. HIGHWAY 42,,PROSPECT,KY,40059,FOOD SERVICE,38.3405,-85.6188,10/1/2012 0:00,97,A,PIZZAHUT,
87593,820856,SICILIAN PIZZA & PASTA, ,627 S. 4TH STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2481,-85.798,6/14/2012 0:00,96,A,SICILIANPIZZAPASTA,
87607,854993,DOC CROW'S SMOKEHOUSE, ,127 W. MAIN STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2563,-85.7532,10/11/2012 0:00,95,A,DOCCROWSSMOKEHOUSE,
87609,852980,LOGAN'S ROADHOUSE, ,1540 ALLIANT AVENUE,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2214,-85.5356,10/3/2012 0:00,98,A,LOGANSROADHOUSE,
87611,827423,MAC'S CHILDCARE, ,4102 1/2 CANE RUN ROAD,,LOUISVILLE,KY,40216,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2039,-85.8314,7/3/2012 0:00,98,A,MACSCHILDCARE,
87613,843592,JACKSON'S DIGGITY DOGS, ,960 BAXTER AVENUE,,LOUISVILLE,KY,40204,FOOD SERVICE,38.24,-85.7269,9/4/2012 0:00,99,A,JACKSONSDIGGITYDOGS,
87616,887022,EASTERN AREA COMMUNITY MINISTRIE'S, ,9104 WESTPORT ROAD,,BRIARWOOD,KY,40242,STATIONARY RESTRICTED CONCESSON,38.283,-85.5846,2/15/2013 0:00,100,,EASTERNAREACOMMUNITYMINISTRIES,
87644,858037,EAST END GAS & FOOD, ,815 BLANKENBAKER PARKWAY,,LOUISVILLE,KY,40243,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2293,-85.5418,10/22/2012 0:00,100,A,EASTENDGASFOOD,
87677,841781,LYON'S SMOOTHIES & MORE, ,555 S. 2ND STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2493,-85.7544,8/27/2012 0:00,94,A,LYONSSMOOTHIESMORE,
87678,885302,BERRYTOWN YMCA, ,1300 HEAFER ROAD,,LOUISVILLE,KY,40223,PRE-PACKAGED RETAIL,38.2640282,-85.5219098,1/31/2013 0:00,100,,BERRYTOWNYMCA,
87680,818874,CHILI'S TOO, ,600 TERMINAL DRIVE,,LOUISVILLE,KY,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1901,-85.7381,6/5/2012 0:00,98,A,CHILISTOO,
87683,903662,ST.  EDWARDS GYM CONCESSION, ,9608 SUE HELEN DRIVE,,LOUISVILLE,KY,40299,MOBILE RESTRICTED CONCESSION,38.1949,-85.5812,4/23/2013 0:00,100,A,STEDWARDSGYMCONCESSION,
87693,810110,ANAR FOOD MART, ,8730 WESTPORT ROAD,,LOUISVILLE,KY,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.3066,-85,5/10/2012 0:00,98,A,ANARFOODMART,
87697,834771,GILBERTS BAR & GRILL, ,4950 TERRY ROAD,,LOUISVILLE,KY,40216,FOOD SERVICE,38.1778,-85.8619,7/31/2012 0:00,91,A,GILBERTSBARGRILL,
87703,856974,BOONE'S SHELL, ,2912 BROWNSBORO ROAD,,LOUISVILLE,KY,40206,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2601,-85.6874,10/15/2012 0:00,95,A,BOONESSHELL,
87704,857163,KENTUCKY SCIENCE CENTER, ,727 W. MAIN STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2572,-85.762,10/18/2012 0:00,100,A,KENTUCKYSCIENCECENTER,
87705,867140,TAZZA MIA, ,9700 BLUEGRASS PARKWAY,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2223,-85.5744,11/27/2012 0:00,100,A,TAZZAMIA,
87706,867903,SPINELLI'S PIZZERIA, ,4011 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2526,-85.6511,11/29/2012 0:00,98,A,SPINELLISPIZZERIA,
87707,810561,OUR ANGELS CHILD CARE CENTER II, ,6300 W. PAGES LANE,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1309,-85.8722,5/11/2012 0:00,100,A,OURANGELSCHILDCARECENTERII,
87774,899431,SAVE-A-LOT, ,1311 S. SHELBY STREET,,LOUISVILLE,KY,40217,PRE-PACKAGED RETAIL,38.2211,-85.7436,4/9/2013 0:00,97,,SAVEALOT,
87808,857155,CHINA 1, ,11316 MAPLE BROOK DRIVE,,LOUISVILLE,KY,40241,FOOD SERVICE,38.3012,-85.5447,10/18/2012 0:00,98,A,CHINA,
87810,874958,DONG PHUONG GROCERY, ,6705 STRAWBERRY LANE,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1595,-85.7628,12/26/2012 0:00,94,A,DONGPHUONGGROCERY,
87813,850073,SAL'S PIZZA, ,812 LYNDON LANE,,LOUISVILLE,KY,40222,OTHER,38.2633,-85.6087,9/21/2012 0:00,92,A,SALSPIZZA,
87823,830880,HIGHVIEW MANOR BINGO, ,7209 FEGENBUSH LANE,,LOUISVILLE,KY,40228,FOOD SERVICE,38.1456,-85.6278,7/17/2012 0:00,95,A,HIGHVIEWMANORBINGO,
87824,808959,HOGGIE'S ROADSIDE RESTAURANT, ,4413 ST RITA DRIVE,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1285,-85.6809,5/7/2012 0:00,95,A,HOGGIESROADSIDERESTAURANT,
87827,863809,JOCKS SPORTS BAR, ,3423 BRECKENRIDGE LANE,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2,-85.6238,11/13/2012 0:00,93,A,JOCKSSPORTSBAR,
87828,830854,GARY'S ON SPRING, ,204 S. SPRING STREET,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2525,-85.7196,7/17/2012 0:00,97,A,GARYSONSPRING,
87829,824229,MIRAGE MEDITERRANEAN, ,4100 PRESTON HIGHWAY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1928,-85.7284,6/25/2012 0:00,94,A,MIRAGEMEDITERRANEAN,
87830,860791,ASCENSION CHURCH CONCESSION, ,4600 LYNNBROOK DRIVE,,LOUISVILLE,KY,40220,FOOD SERVICE,37.2344,-84.6163,10/30/2012 0:00,100,A,ASCENSIONCHURCHCONCESSION,
87832,887019,ST AUGUSTINE CATHOLIC CHURCH, ,1310 W. BROADWAY,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2478,-85.7735,2/15/2013 0:00,95,A,STAUGUSTINECATHOLICCHURCH,
87898,861759,JAVA BREWING COMPANY, ,1707 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.23,-85.7032,10/31/2012 0:00,97,A,JAVABREWINGCOMPANY,
87899,832704,EL SABOR DE CUBA, ,5700 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1389,-85.6575,7/24/2012 0:00,93,A,ELSABORDECUBA,
87900,861258,DOWN THE STRETCH CAFE @ MASONIC HOME, ,3503 MOYER CIRCLE,,LOUISVILLE,KY,40207,FOOD SERVICE,38.1519,-85.413,10/31/2012 0:00,95,A,DOWNTHESTRETCHCAFEMASONICHOME,
87902,887020,GOOD SHEPHERD CATHOLIC PARISH, ,3511 RUDD AVENUE,,LOUISVILLE,KY,40212,FOOD SERVICE,38.2761,-85.8049,2/15/2013 0:00,94,A,GOODSHEPHERDCATHOLICPARISH,
87903,838930,DONUT SKY, ,8514 PRESTON HIGHWAY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1296,-85.682,8/15/2012 0:00,84,C,DONUTSKY,
87913,889264,WILLINGERS BEER DEPOT, ,225 S. SPRING STREET,,LOUISVILLE,KY,40206,PRE-PACKAGED RETAIL,38.154,-85.434,2/27/2013 0:00,96,,WILLINGERSBEERDEPOT,
87914,870295,BERRY MARKET, ,1506 BERRY BLVD,,LOUISVILLE,KY,40215,PRE-PACKAGED RETAIL,38.1965,-85.7886,12/7/2012 0:00,97,,BERRYMARKET,
87915,811263,SOL AZTECAS, ,129 W. MAIN STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2563,-85.7532,5/15/2012 0:00,91,A,SOLAZTECAS,
87923,847804,ANGEL HOUSE CHILD DEVELOPMENT CENTER, ,10407 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40299,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1938,-85.5649,9/17/2012 0:00,100,A,ANGELHOUSECHILDDEVELOPMENTCENTER,
87975,852001,41ST STREET FAMILY CARE CENTER INC, ,132 S. 41ST STREET,,LOUISVILLE,KY,40212,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2637,-85.816,10/1/2012 0:00,100,A,STSTREETFAMILYCARECENTERINC,
88037,811254,DAIRY QUEEN, ,4811 NORTON HEALTHCARE BLVD,,LOUISVILLE,KY,40241,FOOD SERVICE,38.3121,-85.5706,5/15/2012 0:00,91,C,DAIRYQUEEN,
88042,859284,DAIRY QUEEN #310, ,2208 GOLDSMITH LANE,,LOUISVILLE,KY,40218,FOOD SERVICE,38.2084,-85.6679,10/24/2012 0:00,77,C,DAIRYQUEEN,
88043,851542,DAIRY QUEEN GRILL & CHILL, ,11699 DIXIE HIGHWAY,,LOUISVILLE,KY,40272,FOOD SERVICE,38.0855007,-85.8794158,9/28/2012 0:00,75,C,DAIRYQUEENGRILLCHILL,
88044,859285,DAIRY QUEEN, ,1250 BARDSTOWN ROAD,,LOUISVILLE,KY,40204,FOOD SERVICE,38.234792,-85.717727,10/25/2012 0:00,79,C,DAIRYQUEEN,
88045,854495,DAIRY QUEEN GRILL AND CHILL, ,9080 DIXIE HIGHWAY,,LOUISVILLE,KY,40258,FOOD SERVICE,38.1235,-85.512,10/9/2012 0:00,98,A,DAIRYQUEENGRILLANDCHILL,
88047,842150,DAIRY QUEEN, ,2058 PORTLAND AVENUE,,LOUISVILLE,KY,40212,FOOD SERVICE,38.2681,-85.7821,8/28/2012 0:00,97,A,DAIRYQUEEN,
88048,825547,PONDEROSA, ,11470 PRESTON HIGHWAY,,LOUISVILLE,KY,40229,FOOD SERVICE,38.083,-85.6674,6/27/2012 0:00,97,A,PONDEROSA,
88049,818732,DRE LYNN SOUL FOOD KITCHEN, ,1214-B DURRETT LANE,,LOUISVILLE,KY,40213,CATERERS,38.1872,-85.7219,5/26/2012 0:00,98,A,DRELYNNSOULFOODKITCHEN,
88051,863075,DAIRY QUEEN #311, ,3221 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40213,FOOD SERVICE,38.2112,-85.7172,11/9/2012 0:00,93,A,DAIRYQUEEN,
88054,817294,DAIRY QUEEN, ,5608 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1384,-85.6568,6/4/2012 0:00,90,A,DAIRYQUEEN,
88055,861503,DAIRY QUEEN, ,9517 U.S. HWY. 42,,PROSPECT,KY,40059,FOOD SERVICE,38.343,-85.6172,11/1/2012 0:00,95,A,DAIRYQUEEN,
88056,811255,DAIRY QUEEN, ,4902 BROWNSBORO ROAD,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2811,-85.6349,5/15/2012 0:00,98,A,DAIRYQUEEN,
88058,837543,HOOPS CAFE, ,12101 SYCAMORE STATION PLACE,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2201,-85.5296,8/10/2012 0:00,100,A,HOOPSCAFE,
88059,842162,BAKE SHOPPE, ,11721 MAIN STREET,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2454,-85.5394,8/28/2012 0:00,100,A,BAKESHOPPE,
88061,813263,GHYSLAIN ON MARKET, ,721 E. MARKET STREET,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2533,-85.739,5/21/2012 0:00,91,A,GHYSLAINONMARKET,
88064,831579,BARBARA JEANS, ,4900 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1714,-85.6848,7/18/2012 0:00,85,A,BARBARAJEANS,
88065,827047,CARE A LOT DAYCARE, ,4701 FEGENBUSH LANE,,LOUISVILLE,KY,40228,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1814,-85.6373,7/2/2012 0:00,98,A,CAREALOTDAYCARE,
88066,862938,POST-TIME KITCHEN, ,700 CENTRAL AVENUE,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2058,-85.7734,11/8/2012 0:00,89,A,POSTTIMEKITCHEN,
88068,846789,NAM-NAM CAFE, ,318 WALLACE AVENUE,,LOUISVILLE,KY,40207,FOOD SERVICE,38.252,-85.6573,9/14/2012 0:00,98,A,NAMNAMCAFE,
88069,814644,NAWLINS SNOBALLS, ,5003 CRONIN DRIVE,,LOUISVILLE,KY,40241,MOBILE RESTRICTED CONCESSION,38.30992,-85.5350799,5/25/2012 0:00,100,,NAWLINSSNOBALLS,
88092,812358,HIGHLAND PARK CHRISTIAN CHURCH DAYCARE, ,7839 ST ANDREWS CHURCH ROAD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1504,-85.493,5/17/2012 0:00,95,A,HIGHLANDPARKCHRISTIANCHURCHDAYCARE,
88096,809397,SHELL FOOD MART, ,12415 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40299,PRE-PACKAGED RETAIL,38.1869,-85.5255,5/8/2012 0:00,100,,SHELLFOODMART,
88097,857168,MARTINS TAVERN, ,1614 DIXIE HIGHWAY,,LOUISVILLE,KY,40216,FOOD SERVICE,38.2269,-85.7914,10/17/2012 0:00,96,A,MARTINSTAVERN,
88098,889870,NANCYS CERAMICS BOOTH #2272, ,11310 PRESTON HIGHWAY,,LOUISVILLE,KY,40229,PRE-PACKAGED RETAIL,38.8523,-85.7247,3/1/2013 0:00,100,,NANCYSCERAMICSBOOTH,
88153,833627,DAIRY QUEEN, ,5516 NATIONAL TURNPIKE,,LOUISVILLE,KY,40214,FOOD SERVICE,39.152,-85.7651,7/26/2012 0:00,96,A,DAIRYQUEEN,
88154,860286,LIU'S GARDEN, ,11517 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2456,-85.5427,10/29/2012 0:00,96,A,LIUSGARDEN,
88156,814290,HIGHLAND MORNING, ,1416 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2328,-85.7111,5/24/2012 0:00,82,C,HIGHLANDMORNING,
88158,823567,BAKE SHOPPE, ,10350 ORMSBY PARK,,LOUISVILLE,KY,40223,SUPERMARKET WITH PROCESSING,38.264,-85.5648,6/21/2012 0:00,100,,BAKESHOPPE,
88159,843605,FAMOUS MIKE'S STEAK AND LEMONADE, ,4918 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1691,-85.6843,9/4/2012 0:00,59,C,FAMOUSMIKESSTEAKANDLEMONADE,
88161,815395,PHILLY STATION, ,411 S. 4TH STREET #295,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2525,-85.7572,5/29/2012 0:00,96,A,PHILLYSTATION,
88162,818880,STARS OF LOUISVILLE, ,600 TERMINAL DRIVE,,LOUISVILLE,KY,40209,FOOD SERVICE,38.1907,-85.7368,6/5/2012 0:00,95,C,STARSOFLOUISVILLE,
88163,829256,BLUEGRASS BURGERS, ,3334 FRANKFORT AVENUE,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2539,-85.6709,7/12/2012 0:00,98,A,BLUEGRASSBURGERS,
88164,841785,DRAKE'S, ,3939 SHELBYVILLE ROAD SUITE 101,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2529,-85.6528,8/27/2012 0:00,98,A,DRAKES,
88165,895043,XPRESS MART, ,3301 NEWBURG ROAD,,LOUISVILLE,KY,40218,SUPERMARKET WITH PROCESSING,38.2011,-85.6854,3/21/2013 0:00,99,,XPRESSMART,
88166,814648,SPINELLI'S CAFE, ,239 S. 5TH STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2544,-85.7585,5/25/2012 0:00,83,C,SPINELLISCAFE,
88167,827405,CAFE 1031, ,1031 ZORN AVENUE,,LOUISVILLE,KY,40206,FOOD SERVICE,38.166,-85.418,7/5/2012 0:00,99,A,CAFE,
88168,829834,COALS ARTISAN PIZZA, ,3724 FRANKFORT AVENUE,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2533,-85.396,7/12/2012 0:00,100,A,COALSARTISANPIZZA,
88170,813551,HARVEST RESTAURANT, ,624 E. MARKET STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2531,-85.7409,5/22/2012 0:00,95,A,HARVESTRESTAURANT,
88171,850314,FOXY DAWGS, ,6th & JEFFERSON STREET,,LOUISVILLE,KY,40202,OTHER,9.6091451,106.1233808,9/24/2012 0:00,93,A,FOXYDAWGS,
88172,842165,MIDWEST PETROLEUM LLC, ,3300 ALGONQUIN PARKWAY,,LOUISVILLE,KY,40211,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2244,-85.8093,8/28/2012 0:00,100,A,MIDWESTPETROLEUMLLC,
88173,820471,EL NOPAL, ,12418 LAGRANGE ROAD #120,,LOUISVILLE,KY,40245,FOOD SERVICE,38.289732,-85.50926,6/13/2012 0:00,99,A,ELNOPAL,
88174,864938,LITTLE BLESSINGS CHILD DEVELOPMENT CENTER, ,502 WINKLER AVENUE,,LOUISVILLE,KY,40208,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2103,-85.7666,11/16/2012 0:00,90,A,LITTLEBLESSINGSCHILDDEVELOPMENTCENTER,
88175,814651,HEITZMAN BAKERY, ,810 EASTERN PARKWAY,,LOUISVILLE,KY,40217,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.215,-85.7423,5/25/2012 0:00,95,A,HEITZMANBAKERY,
88192,811155,DICKIE DOGS II, ,4TH MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,38.2495468,-85.7427633,5/11/2012 0:00,98,,DICKIEDOGSII,
88193,862631,CROWN OF JEWELS ACADEMY, ,4930 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1622,-85.6825,11/6/2012 0:00,94,A,CROWNOFJEWELSACADEMY,
88194,833889,AP CRAFTERS KITCHEN & BAR, ,"1321 HERR LANE, SUITE 130",,LOUISVILLE,KY,40222,FOOD SERVICE,38.2685,-85.6135,7/27/2012 0:00,79,C,APCRAFTERSKITCHENBAR,
88196,871996,BRECKENRIDGE INN, ,2800 BRECKENRIDGE LANE,,LOUISVILLE,KY,40220,CATERERS,38.2253,-85.6321,12/13/2012 0:00,96,A,BRECKENRIDGEINN,
88197,839191,ANNIE'S PIZZA, ,4771 CANE RUN ROAD,,LOUISVILLE,KY,40216,FOOD SERVICE,38.1847,-85.8547,8/16/2012 0:00,94,A,ANNIESPIZZA,
